Experiment,F1,Precision,Recall,AUROC,Brier,TN,FP,FN,TP,Degrad_F1,Degrad_AUROC
SGCC-trained (Fused) -> TDD2022 zero-shot,0.006307864482653373,0.96875,0.003164233949168113,0.11768207735849626,0.3776533007621765,1615,1,9766,31,+99.30%,+87.61%
